steep_time,water_temp,milk_temp,sugar_level,tea_type_code,satisfaction
116,92,14,7.8,2,7.48
159,93,26,1.3,1,8.81
184,84,27,1.7,1,5.17
119,83,0,12.1,3,9.03
95,89,16,7.9,2,8.19
114,98,0,6.7,2,5.9
115,100,31,13.4,3,2.5
147,71,0,6.3,2,4.36
198,70,4,12.1,1,2.5
127,100,23,2.3,2,3.96
262,93,16,9.1,1,6.61
134,88,0,7.8,1,6.99
88,80,0,12.0,2,8.49
219,95,5,4.6,3,2.5
93,83,12,4.0,3,8.74
196,78,21,12.4,3,4.8
185,84,0,4.4,1,6.1
277,91,36,12.9,3,2.5
96,73,16,0.1,3,7.82
290,98,24,6.5,3,2.5
209,78,26,14.4,3,3.29
284,88,40,4.3,1,2.6
107,90,19,2.5,3,5.87
226,87,24,7.5,1,6.54
157,76,23,6.0,1,2.5
282,92,20,7.9,1,6.1
120,96,20,11.1,2,4.89
256,75,0,0.2,1,2.5
113,95,12,12.1,2,6.18
253,79,0,14.4,2,2.73
128,87,14,2.4,1,6.74
127,98,17,12.8,3,2.5
300,75,14,11.0,1,2.5
115,91,34,1.2,1,5.41
125,71,31,4.0,1,2.5
118,78,35,7.3,2,6.26
242,73,13,0.1,2,2.5
228,72,23,5.8,2,2.5
78,77,0,9.7,3,8.51
68,99,15,14.7,3,2.5
262,89,30,8.0,2,2.5
127,80,0,6.0,1,3.1
279,95,0,14.2,1,6.3
185,91,12,13.0,1,8.07
211,99,0,10.7,3,2.5
62,98,19,9.6,3,2.5
108,88,33,14.3,3,4.95
265,99,18,7.1,2,2.5
231,80,0,5.7,2,5.4
105,78,26,13.2,1,2.5
296,89,4,3.6,2,2.5
164,87,4,0.6,3,7.29
116,93,38,12.5,3,2.5
82,92,0,0.5,1,6.4
97,73,12,10.5,3,8.25
211,73,0,12.1,2,2.96
249,87,40,12.9,1,2.5
185,87,28,10.3,1,5.79
128,74,22,7.3,2,6.35
297,70,28,14.1,2,2.5
131,71,0,13.9,3,6.42
251,89,5,9.7,1,6.85
69,78,12,13.8,1,2.5
288,99,9,0.1,1,6.49
90,76,0,3.7,1,2.5
126,87,24,7.8,3,6.55
227,81,29,7.2,2,4.44
269,76,11,10.1,3,2.5
116,82,10,11.0,2,9.8
154,89,0,9.4,3,6.49
272,70,22,1.6,3,2.5
137,88,18,11.0,1,6.94
269,97,12,9.2,1,6.36
245,93,15,5.2,1,7.67
232,97,21,3.2,2,2.5
212,100,5,5.7,1,9.61
148,87,6,8.1,1,7.73
277,76,17,13.7,3,2.5
90,89,27,13.5,3,5.72
86,80,0,1.5,3,9.62
72,80,29,13.4,1,2.5
77,80,0,6.6,2,8.59
190,91,28,6.5,2,6.23
224,75,0,7.2,3,3.13
60,80,0,13.6,2,6.92
170,95,16,11.8,3,2.5
273,93,40,2.9,2,2.5
128,95,37,2.2,2,5.02
119,82,36,8.6,2,6.91
100,99,11,14.2,1,6.63
252,94,6,2.4,3,2.5
247,83,0,13.3,2,5.12
268,87,0,6.6,1,5.46
184,91,37,6.6,1,5.74
279,98,0,12.2,2,2.5
71,83,35,12.9,1,2.5
261,85,0,4.0,3,2.5
95,91,20,7.7,2,6.53
102,85,40,9.7,3,5.18
140,82,31,6.8,3,6.49
144,98,14,2.8,3,2.5
185,79,0,3.9,3,6.58
270,82,25,14.8,3,2.5
92,83,36,5.2,3,7.24
108,78,0,10.4,3,8.21
287,96,27,2.6,1,4.19
263,70,24,10.3,3,2.5
219,79,18,10.4,2,4.46
138,86,13,10.0,3,7.25
245,100,4,13.5,1,6.53
248,98,7,6.8,2,2.5
255,90,34,8.0,1,4.1
292,98,6,6.1,1,4.87
137,86,17,13.5,1,6.38
161,76,32,5.0,3,6.16
111,79,0,8.2,1,2.5
168,82,36,12.2,3,4.13
248,92,21,3.2,1,7.49
184,77,7,12.5,1,2.5
85,70,29,8.4,1,2.5
101,81,12,0.8,3,9.63
275,87,6,10.9,2,2.68
171,100,28,3.4,3,2.5
226,89,40,5.9,1,4.78
293,78,0,0.7,1,2.5
146,88,39,12.8,1,4.3
232,73,29,12.3,2,2.5
90,92,14,13.8,1,6.08
175,89,36,11.2,2,5.67
139,96,22,5.9,1,7.6
104,77,0,12.4,1,2.5
64,96,21,13.3,2,3.65
141,87,36,13.7,1,4.48
298,75,17,4.7,3,2.5
203,89,15,11.2,3,2.61
71,78,36,7.7,2,5.46
237,98,39,0.6,2,2.5
197,94,37,5.3,1,7.8
159,86,5,11.7,2,8.91
195,96,15,10.7,1,8.58
275,100,20,4.7,2,2.5
136,82,0,4.8,3,9.28
218,70,16,4.0,3,2.79
291,72,0,11.5,3,2.5
252,98,0,13.2,3,2.5
228,80,29,13.5,1,2.5
137,96,7,11.9,3,3.0
282,78,0,5.5,2,2.5
82,96,5,6.4,1,6.84
99,91,5,2.1,3,7.62
247,77,0,14.4,1,2.5
272,95,0,10.0,2,2.5
277,100,35,5.7,2,2.5
279,75,0,11.2,2,2.5
259,82,10,9.4,2,3.92
146,99,25,3.7,1,7.38
160,76,16,14.0,2,5.19
234,77,0,6.0,2,4.31
182,88,0,14.3,2,7.67
284,85,8,14.8,1,2.88
89,87,0,0.3,1,5.8
160,96,0,14.1,1,8.73
204,71,38,12.9,3,2.5
84,85,0,6.2,2,9.22
190,74,20,7.1,1,2.5
189,93,19,0.5,1,8.86
194,84,22,7.4,2,6.65
164,80,0,0.8,2,9.12
91,81,0,5.2,3,9.85
169,98,25,9.7,2,3.55
275,97,16,12.3,3,2.5
121,85,30,12.0,1,3.93
161,78,24,13.3,2,5.89
136,100,0,14.9,1,6.09
294,93,6,6.5,3,2.5
85,92,32,6.2,1,5.11
207,92,39,9.5,2,2.9
271,83,26,9.0,3,2.5
264,98,18,7.1,3,2.5
204,86,33,14.9,2,5.16
206,76,0,10.4,2,4.75
287,98,0,14.7,1,5.23
96,96,0,3.9,3,2.54
100,79,0,12.1,1,2.5
271,79,32,6.8,2,2.5
273,90,0,4.7,1,6.34
255,92,23,11.0,2,2.5
239,85,5,10.4,3,2.98
200,73,0,10.2,3,4.17
197,81,13,3.7,2,6.63
160,89,0,7.9,2,7.58
293,94,0,11.9,2,2.5
69,96,20,6.9,2,5.66
154,72,15,2.1,1,2.5
60,88,7,9.6,2,8.19
185,84,0,14.5,1,5.71
204,89,37,1.9,1,5.78
100,91,18,8.0,2,7.54
68,87,0,10.2,3,7.76
139,73,0,5.6,2,5.58
62,89,4,3.7,2,8.85
294,73,13,3.0,2,2.5
73,95,20,7.2,3,3.93
203,91,21,14.8,1,7.02
182,95,39,3.5,1,8.19
239,91,0,5.9,1,7.96
184,79,13,5.6,1,3.6
148,96,7,1.5,3,2.89
129,80,22,1.9,3,8.58
162,91,0,10.3,3,5.17
85,77,0,9.9,1,2.5
294,88,0,5.1,1,4.84
119,75,40,1.8,2,4.15
264,98,19,1.0,2,2.5
72,79,20,1.9,3,8.72
271,76,40,13.5,1,2.5
298,81,37,1.5,3,2.5
118,96,9,0.1,1,9.33
155,90,8,1.5,2,9.38
121,91,6,3.2,1,8.28
227,86,11,11.9,2,6.08
107,78,17,7.4,1,2.5
133,88,0,2.1,1,7.82
194,85,9,8.8,3,5.54
144,79,39,1.1,1,2.5
158,98,5,3.1,1,7.84
145,84,0,8.8,2,9.59
182,87,21,14.2,3,4.82
295,100,28,10.4,1,4.0
121,99,17,1.9,2,4.55
275,80,24,11.8,3,2.5
221,81,19,0.7,1,4.23
129,88,0,8.0,2,8.63
276,85,0,6.8,1,5.28
151,86,25,0.9,1,7.53
269,72,37,2.6,3,2.5
77,82,0,9.9,1,2.5
194,82,0,14.4,3,5.01
227,96,0,12.1,1,7.98
184,95,32,3.1,3,2.5
97,96,38,6.8,2,4.07
166,85,35,8.6,2,6.03
64,82,4,0.5,2,8.52
296,72,30,10.0,3,2.5
84,79,0,10.3,2,7.34
141,76,16,14.2,3,6.87
203,77,34,11.4,2,3.4
112,76,19,14.5,3,8.29
81,70,32,0.0,1,2.5
150,81,0,11.5,1,3.65
291,86,32,13.0,1,2.5
220,76,0,13.0,3,3.92
182,96,20,8.9,2,4.32
237,80,8,2.2,1,3.36
74,74,0,7.3,3,8.57
293,85,30,11.7,3,2.5
222,86,40,8.1,3,2.5
289,99,10,5.0,3,2.5
202,98,0,9.7,1,8.68
122,73,32,10.0,3,5.84
166,80,7,13.5,3,7.24
281,73,0,4.2,2,2.5
167,74,0,3.2,2,6.14
282,86,26,11.6,1,3.2
215,72,27,13.6,3,2.5
298,95,29,12.9,2,2.5
202,96,0,9.6,1,8.7
131,75,30,7.7,2,5.38
205,89,35,4.2,2,3.67
293,91,38,12.1,3,2.5
170,95,16,6.3,1,9.8
96,85,0,10.8,1,4.48
84,98,29,2.3,1,4.9
246,90,11,14.4,3,2.5
269,83,0,3.3,3,2.5
114,85,22,10.6,3,7.08
270,73,40,9.1,1,2.5
215,79,0,5.6,3,4.53
151,78,36,3.9,1,2.5
166,77,37,10.0,1,2.5
224,85,20,10.2,2,6.17
211,93,14,2.6,2,5.18
130,83,11,6.4,3,7.79
189,98,39,1.6,3,2.5
288,91,31,14.4,2,2.5
212,91,33,10.1,3,2.5
208,70,0,3.9,1,2.5
251,92,19,14.6,1,6.96
281,89,32,8.5,3,2.5
286,95,20,7.6,2,2.5
117,98,9,7.2,2,5.55
73,74,37,1.8,1,2.5
137,81,23,8.8,3,7.15
129,85,26,13.2,2,6.25
275,70,15,9.8,2,2.5
217,90,0,8.6,2,5.87
187,73,22,7.7,2,3.91
236,91,20,10.3,2,4.37
258,96,14,10.4,3,2.5
146,87,16,3.4,2,9.5
262,96,34,2.5,2,2.5
103,95,0,0.9,1,7.97
221,96,35,4.5,1,6.87
189,82,7,11.3,3,6.28
199,78,0,6.4,3,6.25
231,85,40,9.8,1,3.07
185,97,0,6.3,3,2.5
109,99,11,13.4,1,6.58
146,77,0,3.2,1,2.5
152,92,0,8.5,1,8.61
251,87,18,7.8,1,5.64
184,86,25,1.0,1,7.29
217,98,39,9.7,1,5.18
260,94,13,8.3,3,2.5
238,98,31,4.4,1,7.38
239,95,0,0.6,1,8.52
76,85,23,2.4,1,3.25
188,82,0,11.6,2,7.91
197,88,31,7.3,3,3.34
225,99,10,5.2,2,2.5
79,79,19,8.7,2,6.37
235,81,29,7.8,2,4.13
166,87,18,14.3,2,7.98
158,76,27,11.6,3,5.15
106,96,0,13.3,3,2.5
211,76,15,11.4,3,3.81
155,82,4,6.6,1,5.44
247,88,21,1.5,2,4.32
187,92,37,8.6,3,2.5
267,71,4,6.5,1,2.5
234,72,0,9.4,2,2.65
106,71,33,9.9,1,2.5
171,96,23,3.7,1,9.14
215,70,32,5.4,2,2.5
80,93,34,7.6,1,5.46
295,71,0,7.4,1,2.5
276,86,0,8.4,2,2.8
76,97,20,8.0,1,4.78
83,97,20,4.1,3,2.5
195,82,0,6.4,3,5.76
93,78,16,0.0,1,2.5
214,93,6,7.6,2,5.45
169,87,25,11.9,2,7.23
187,72,14,4.9,3,4.96
231,99,7,8.0,2,2.5
129,81,0,1.8,3,9.76
254,79,9,9.4,3,2.5
145,72,31,7.4,2,3.01
291,97,34,13.2,1,3.8
86,94,0,3.8,1,7.68
267,86,0,4.4,1,5.21
213,77,19,5.7,1,2.5
76,84,19,6.3,2,8.5
69,78,17,9.1,2,6.41
267,84,8,13.1,2,2.5
86,96,40,2.7,2,3.86
166,73,0,5.2,3,5.87
240,80,20,14.2,1,2.5
75,71,6,2.7,1,2.5
225,77,36,6.6,1,2.5
247,90,9,6.9,1,7.6
277,85,39,13.2,1,2.5
262,95,0,12.3,2,2.5
167,91,30,1.7,1,7.81
119,88,5,12.1,2,8.03
169,96,39,0.4,3,2.5
66,77,13,5.1,1,2.5
244,96,30,8.1,3,2.5
215,100,13,0.2,2,2.5
289,81,0,10.1,1,2.5
280,82,19,2.1,2,2.5
186,86,28,11.7,3,4.74
221,74,14,15.0,1,2.5
177,91,9,1.6,2,8.96
240,83,39,13.3,2,2.5
119,79,24,4.6,1,2.6
191,86,7,4.2,1,7.13
107,99,0,4.7,3,2.5
234,72,0,9.2,1,2.5
79,93,9,12.5,2,6.99
166,76,40,1.4,2,3.27
66,83,6,2.4,3,9.2
186,86,14,3.6,1,7.98
293,82,30,4.3,2,2.5
235,70,12,10.1,1,2.5
279,81,0,0.7,1,2.5
135,77,0,10.6,3,8.23
64,98,23,7.6,1,4.8
67,86,24,9.9,3,7.15
227,70,4,1.5,2,2.5
209,79,20,3.8,3,5.23
126,78,0,2.3,2,8.17
127,91,13,6.7,2,8.15
169,99,13,3.6,1,9.0
177,71,8,12.4,3,4.41
172,82,0,13.6,3,6.6
180,93,0,6.6,3,2.93
190,72,25,3.5,1,2.5
266,71,26,4.1,1,2.5
227,87,27,7.5,2,4.46
208,92,32,8.8,1,6.69
297,85,0,7.8,2,2.5
132,79,6,0.6,2,8.61
152,88,22,5.8,2,7.31
234,81,0,7.6,2,5.35
201,89,0,14.4,2,6.21
188,95,0,1.6,3,2.5
238,77,4,12.1,1,2.5
198,96,25,14.5,1,7.29
145,78,16,7.2,2,7.8
84,80,32,7.8,1,2.5
65,85,0,2.1,3,9.73
274,80,0,4.7,2,2.5
282,94,17,4.6,1,6.44
191,71,6,3.3,3,4.86
118,92,18,13.3,3,4.93
207,76,0,11.5,3,4.21
206,76,17,14.9,1,2.5
180,97,0,9.9,1,8.71
283,71,0,7.3,2,2.5
286,73,0,11.6,2,2.5
194,79,39,9.9,2,3.48
224,92,28,6.9,2,4.37
272,99,22,14.7,3,2.5
252,85,0,3.7,1,5.41
91,85,15,11.8,1,3.85
244,87,0,13.6,2,4.56
138,75,5,8.4,1,2.5
220,78,29,10.4,1,2.5
136,82,0,4.3,2,8.84
253,97,0,0.9,2,2.5
268,77,25,14.0,3,2.5
107,92,0,3.0,2,8.77
75,82,12,3.3,1,2.5
135,90,35,5.9,2,7.53
285,83,0,3.2,3,2.5
172,77,30,1.4,2,5.96
89,94,17,14.1,1,5.41
127,91,5,8.5,2,8.42
165,97,14,11.1,1,8.89
296,87,9,12.9,2,2.5
120,83,0,1.0,3,9.05
94,71,34,9.2,3,5.61
241,76,38,4.9,2,2.5
101,84,20,12.9,1,3.52
98,92,40,13.7,3,2.5
161,86,7,11.4,3,6.71
246,71,14,6.3,2,2.5
213,96,0,13.6,3,2.5
209,94,30,13.2,1,6.66
296,77,20,2.1,3,2.5
105,77,31,9.6,1,2.5
79,93,0,5.1,2,7.68
148,87,0,8.7,3,7.36
286,84,40,2.9,2,2.5
190,84,19,8.4,3,5.48
265,75,21,0.9,2,2.5
91,97,30,12.4,1,4.25
287,86,26,9.3,1,2.5
145,84,0,7.7,3,7.82
206,99,17,3.8,1,8.91
80,77,0,14.9,3,8.34
72,99,17,0.2,1,5.75
178,73,0,7.3,1,2.5
147,76,0,7.0,3,7.41
137,97,28,12.7,1,6.29
235,89,31,6.3,2,4.24
199,88,18,5.2,2,7.05
260,82,0,2.8,1,5.04
97,77,13,5.8,3,10.0
110,84,34,6.3,1,3.02
67,89,0,13.9,1,4.56
174,87,38,3.2,3,3.65
131,80,27,7.2,3,7.63
125,99,26,10.5,1,6.28
138,92,0,3.6,1,8.67
292,86,4,3.9,1,4.78
286,75,22,5.2,1,2.5
216,100,39,10.9,1,4.74
72,78,0,10.5,1,2.5
119,78,0,8.8,2,7.41
72,76,4,13.9,3,7.74
249,99,22,14.7,1,6.4
175,86,4,12.0,2,7.72
271,94,0,1.6,1,7.03
113,92,9,13.2,3,5.12
95,86,25,3.8,3,7.68
257,95,0,10.9,2,2.5
149,81,12,13.7,1,4.6
285,77,0,10.6,3,2.5
139,86,29,6.2,1,6.01
181,82,0,10.4,3,5.74
143,92,33,14.5,1,6.08
131,83,7,3.0,3,8.75
128,75,7,11.1,2,5.94
197,94,39,9.0,1,6.42
167,72,38,2.7,1,2.5
204,72,25,12.9,1,2.5
272,97,8,7.5,1,6.93
285,79,27,6.3,1,2.5
246,86,34,12.3,2,2.5
234,76,4,4.3,1,2.5
223,96,38,9.0,2,2.5
246,80,7,12.6,3,2.5
246,76,39,5.2,2,2.5
115,77,0,3.8,1,2.5
69,99,0,4.0,2,4.07
264,74,12,0.3,2,2.5
220,76,0,6.5,2,4.96
113,96,31,7.5,1,6.84
230,74,0,12.7,2,2.77
213,87,0,0.1,1,8.32
157,82,26,0.5,1,4.36
275,90,19,1.0,3,2.5
232,78,36,7.4,1,2.5
99,84,7,6.5,2,9.9
150,90,24,8.6,3,4.77
247,90,21,8.4,1,6.27
117,72,24,13.0,2,3.35
175,88,30,9.7,3,4.22
227,72,0,14.1,2,2.5
138,82,19,3.8,2,7.97
80,93,31,13.5,2,4.5
67,78,0,10.2,1,2.5
158,97,33,11.7,3,2.5
193,82,31,2.8,2,6.11
196,99,18,13.9,3,2.5
216,84,30,14.0,1,4.31
87,73,21,2.6,2,4.87
271,84,20,12.6,2,2.5
233,84,40,4.6,2,3.25
214,100,4,6.3,1,7.58
145,87,15,12.7,2,8.15
182,79,10,7.5,3,6.25
83,95,29,10.7,1,4.99
86,78,13,3.7,1,2.5
143,76,0,11.6,3,7.82
257,94,0,5.3,2,2.5
121,77,0,12.0,2,6.96
107,76,15,0.5,3,8.72
206,76,38,9.9,2,2.5
237,94,17,5.3,1,8.81
141,83,23,13.3,3,6.19
99,70,0,9.5,1,2.5
173,94,16,11.6,3,2.5
249,96,35,7.9,1,5.69
162,85,25,10.8,2,7.82
204,99,0,4.2,3,2.5
183,76,40,5.3,2,4.77
177,74,15,13.3,2,5.05
154,71,6,4.8,3,7.11
132,89,13,5.2,3,6.58
262,70,0,5.1,2,2.5
172,91,9,7.9,3,4.88
90,81,0,4.5,3,10.0
84,72,0,3.8,3,8.13
176,77,37,2.0,3,6.06
228,96,0,1.6,3,2.5
68,84,9,9.8,2,8.13
174,74,0,12.8,3,5.56
100,83,8,4.2,3,9.55
138,88,37,6.9,1,5.08
269,88,0,9.7,2,2.97
168,81,17,14.0,3,6.29
267,89,22,9.7,1,5.96
296,99,27,9.2,1,3.31
275,84,26,11.9,2,2.5
163,90,14,2.7,1,8.32
174,81,13,7.4,2,8.54
295,85,38,13.8,1,2.5
271,92,0,8.8,1,6.3
299,79,12,4.7,2,2.5
109,96,18,14.7,3,2.5
221,73,16,7.9,2,2.5
242,97,0,5.9,2,2.5
155,95,39,6.9,2,4.66
123,81,33,10.3,3,6.78
129,74,0,10.3,3,7.97
131,84,40,3.9,2,6.36
293,88,34,8.2,2,2.5
205,94,0,3.6,2,4.68
208,92,32,14.0,2,3.89
144,90,4,7.0,1,9.32
124,76,0,6.3,2,8.61
295,96,37,6.9,1,2.5
67,70,0,2.0,1,2.5
210,77,0,10.8,3,3.66
278,86,0,13.7,3,2.5
207,71,12,11.1,1,2.5
296,92,6,8.4,3,2.5
263,98,18,7.1,3,2.5
249,88,17,1.1,2,4.16
266,98,6,0.4,2,2.5
92,73,15,8.5,1,2.5
283,82,39,14.3,3,2.5
252,81,9,6.2,2,4.38
208,71,0,9.9,2,2.5
224,92,37,2.4,3,2.5
75,89,22,12.5,3,6.71
235,92,6,11.4,2,4.27
110,85,18,9.3,3,6.99
101,89,14,14.7,1,6.06
195,88,0,10.0,2,8.04
167,100,0,9.3,1,8.7
64,87,21,3.4,1,4.09
233,74,30,3.8,1,2.5
221,92,0,12.5,3,2.5
227,99,20,6.4,2,2.5
114,99,0,12.6,2,3.98
236,70,0,9.4,3,2.5
70,91,38,0.3,2,6.09
279,96,0,4.8,1,6.17
225,86,20,13.5,3,2.5
195,74,0,12.3,3,4.49
114,81,17,9.5,2,8.39
214,82,38,9.1,3,2.5
110,83,35,3.0,3,6.19
145,88,24,7.1,1,7.08
292,78,0,10.0,1,2.5
189,77,0,0.3,1,2.5
67,100,0,0.9,3,2.5
111,84,0,9.6,2,9.41
160,78,37,9.5,3,5.54
171,98,36,2.5,2,2.5
154,96,13,2.5,2,6.15
254,81,0,2.7,2,3.59
259,97,0,1.7,3,2.5
293,87,0,2.9,3,2.5
235,70,29,3.3,2,2.5
199,89,38,7.0,2,4.41
77,91,4,7.2,1,6.03
125,88,13,9.8,1,7.07
213,72,0,6.7,1,2.5
257,96,40,9.4,3,2.5
249,95,27,12.3,1,6.13
132,80,15,8.0,3,8.59
178,77,0,10.1,1,2.5
100,92,0,14.4,1,7.04
235,89,30,1.8,1,6.83
147,93,10,6.2,3,4.05
98,78,17,1.5,2,8.35
226,97,35,5.0,2,2.5
69,85,14,0.9,3,8.5
175,93,10,11.8,1,9.59
297,90,34,13.3,2,2.5
143,98,32,4.4,2,4.39
135,99,0,6.0,2,5.14
95,84,35,1.6,2,5.6
82,80,0,14.0,3,8.49
126,76,32,10.6,1,2.5
291,80,18,14.5,1,2.5
293,73,23,11.2,3,2.5
245,84,28,7.6,3,2.5
179,92,17,11.4,1,8.48
131,84,22,1.8,3,7.32
242,84,34,6.7,3,2.5
222,97,29,13.4,3,2.5
111,83,0,11.8,1,4.53
172,74,7,4.0,2,6.59
240,85,0,4.8,3,2.99
132,74,34,0.5,1,2.5
288,99,38,3.3,3,2.5
250,94,0,0.7,3,2.5
223,97,21,4.2,3,2.5
184,98,31,7.2,1,7.33
275,79,0,5.3,1,2.5
297,82,0,2.6,1,2.5
119,81,29,4.6,1,2.83
244,86,37,3.3,3,2.5
148,98,0,3.6,1,8.9
161,95,12,4.9,2,6.07
211,95,26,5.0,3,2.5
146,84,16,14.2,2,7.15
159,72,0,10.3,3,5.44
253,71,40,4.7,2,2.5
261,89,30,11.2,2,2.5
271,100,24,13.6,3,2.5
84,93,30,11.5,1,5.13
167,82,4,8.7,1,5.74
234,75,7,10.4,2,3.06
162,94,20,10.6,3,2.58
101,83,0,0.3,3,8.9
82,99,23,10.6,1,6.08
167,78,20,10.1,3,7.78
219,84,0,10.1,1,6.31
227,92,32,14.9,3,2.5
222,89,26,14.1,3,2.5
227,94,0,11.3,1,9.29
146,92,40,2.0,3,2.54
89,87,21,13.8,3,7.15
105,87,0,1.5,2,10.0
235,100,0,13.5,3,2.5
91,82,18,11.9,2,8.17
248,70,0,12.1,1,2.5
63,93,0,9.4,2,6.63
160,95,28,3.6,3,2.5
285,86,0,10.5,1,3.86
191,70,37,9.0,3,2.5
76,90,0,1.0,3,7.02
238,88,25,3.4,2,4.76
121,95,0,1.7,1,8.93
146,90,0,14.7,2,7.34
234,77,21,10.3,1,2.5
278,85,29,6.2,3,2.5
91,96,0,12.9,3,2.5
231,77,21,10.3,3,2.84
192,79,35,5.4,3,4.77
127,96,27,8.2,1,7.35
253,100,7,12.6,1,6.76
216,90,0,2.1,3,3.75
120,97,6,2.6,3,3.15
177,85,0,14.5,3,6.19
177,89,0,3.6,3,5.51
298,79,8,11.9,1,2.5
60,80,0,4.0,1,2.5
250,87,32,4.4,2,2.58
173,100,27,11.4,3,2.5
295,81,35,3.1,3,2.5
230,80,0,9.2,3,3.61
99,87,13,10.9,2,7.72
287,95,0,8.6,2,2.5
174,88,0,10.1,3,6.15
193,87,0,6.3,3,5.38
175,93,12,10.1,2,7.5
185,87,0,12.1,3,5.91
105,82,0,3.7,1,4.48
206,74,0,13.1,2,3.36
138,97,0,12.7,3,2.5
237,82,11,12.0,2,4.9
80,99,0,5.0,2,3.85
142,90,0,11.9,2,7.81
284,96,31,9.1,1,5.08
197,81,24,3.1,3,6.01
129,86,10,2.1,3,8.78
266,71,0,5.9,2,2.5
190,83,0,5.2,1,6.88
289,87,29,2.8,3,2.5
195,100,0,13.4,3,2.5
78,70,36,12.3,1,2.5
294,77,32,9.9,1,2.5
66,99,12,7.4,2,4.19
138,94,4,7.3,3,4.14
300,77,15,3.4,3,2.5
198,97,20,11.4,2,3.11
291,100,4,3.2,1,6.24
169,73,28,14.7,1,2.5
152,81,0,2.5,3,9.7
85,95,34,10.6,3,2.5
211,78,26,9.7,2,3.92
226,81,13,11.7,2,5.06
261,95,35,7.0,3,2.5
77,88,0,5.7,3,7.73
214,89,35,2.6,1,6.64
209,83,40,6.9,1,2.5
210,84,11,14.5,2,6.37
127,99,26,13.7,1,6.6
290,71,34,14.6,1,2.5
118,87,35,1.8,1,4.94
116,79,34,3.2,3,7.54
195,95,23,9.5,3,2.5
275,70,30,0.8,1,2.5
139,94,38,10.4,1,5.86
202,75,31,11.3,1,2.5
251,98,20,0.1,2,2.5
178,70,39,2.8,3,2.76
98,74,0,8.5,2,6.72
205,98,32,6.5,1,6.92
220,79,36,7.8,2,3.33
80,89,28,3.8,3,6.1
191,92,0,9.2,1,8.88
288,92,23,13.2,3,2.5
185,70,6,14.6,3,4.29
222,91,29,3.3,3,2.5
212,99,32,12.9,1,6.86
182,84,0,6.8,3,6.02
189,73,6,3.2,3,6.2
271,99,23,14.9,1,5.7
230,80,15,2.8,3,4.1
298,80,27,5.6,1,2.5
198,83,19,14.8,3,4.6
170,83,8,4.1,1,5.92
164,73,13,8.5,2,5.63
232,84,0,13.3,3,3.43
65,99,16,9.1,1,3.44
186,98,29,8.0,3,2.5
153,88,26,10.2,3,5.14
245,91,0,8.7,2,5.4
131,88,32,5.2,1,5.76
238,74,0,5.7,2,2.53
73,93,16,10.8,3,4.37
205,95,10,10.4,3,2.5
187,72,39,1.9,1,2.5
79,83,30,4.1,2,7.91
172,98,4,2.0,3,2.5
213,78,38,6.3,2,2.76
96,75,0,4.8,1,2.5
281,79,32,4.3,1,2.5
255,77,0,0.8,1,2.5
251,77,36,14.1,2,2.5
93,88,11,6.5,3,7.56
236,98,20,3.3,2,2.5
189,81,11,11.2,2,7.95
296,75,7,12.7,3,2.5
103,88,0,14.8,1,6.35
249,82,31,2.1,1,2.5
102,87,30,6.9,2,6.9
266,100,0,13.7,3,2.5
187,95,8,13.6,1,8.53
149,87,0,4.9,3,6.6
285,78,0,7.0,2,2.5
236,86,33,1.4,2,3.46
154,94,0,2.6,3,4.23
111,83,11,7.7,1,5.47
112,97,0,14.6,1,6.42
130,86,32,12.3,2,6.47
293,74,24,2.2,2,2.5
80,70,17,6.5,2,3.16
176,91,36,2.9,2,4.99
175,72,0,6.5,1,2.5
275,98,30,8.9,1,4.57
248,74,8,14.7,1,2.5
82,85,0,9.2,1,3.74
255,100,0,14.2,3,2.5
239,72,0,10.3,3,2.5
108,84,7,2.2,1,5.04
156,96,31,1.9,3,2.5
230,99,21,5.0,1,8.02
147,89,32,2.7,3,4.97
244,70,0,14.5,3,2.5
202,71,0,11.3,2,2.5
68,100,22,1.5,1,4.51
171,97,4,13.1,3,2.5
180,95,25,4.9,1,8.12
149,72,34,9.2,2,2.83
192,83,26,9.2,2,5.65
233,92,31,10.8,3,2.5
106,81,0,11.3,3,9.14
296,82,0,9.1,2,2.5
300,96,0,1.8,1,6.82
138,85,19,12.4,2,8.0
290,84,25,13.0,1,2.5
63,72,0,13.8,3,6.62
185,94,0,5.3,2,5.95
222,79,17,1.7,1,3.18
196,76,6,14.2,2,4.8
202,90,33,2.7,1,7.11
107,91,40,8.7,2,5.5
269,80,0,0.6,2,2.83
176,70,12,0.6,1,2.5
250,70,14,9.6,2,2.5
225,79,29,13.8,3,2.5
295,81,0,0.5,1,2.5
264,73,29,3.5,3,2.5
216,90,27,14.2,2,3.73
131,89,22,12.8,2,7.3
183,91,26,2.9,2,5.69
127,87,18,5.6,1,6.5
124,85,39,5.0,2,6.64
130,79,18,8.3,1,2.5
211,92,24,10.0,2,5.5
218,70,9,5.3,3,2.5
214,84,37,14.2,1,2.93
286,73,20,5.3,2,2.5
243,77,29,13.6,2,2.5
262,82,27,11.9,1,2.5
242,82,17,1.4,2,4.93
184,74,25,6.3,2,3.54
298,81,4,12.7,3,2.5
268,92,4,7.5,3,2.5
166,92,23,10.1,1,7.6
239,78,5,11.4,1,2.5
101,81,23,0.7,2,8.49
